target,feat_01,feat_02,feat_03,feat_04,feat_05,feat_06,feat_07,feat_08,feat_09,feat_10,feat_11,feat_12,feat_13,feat_14,feat_15,feat_16,feat_17,feat_18
0.0,180.32,180.32,180.32,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,22644.0,4546.333333333333,81834.0,6731.438068539905,6.0,18.0,0.0,0.3333333333333333,0.0,12.0,18.0,0.6666666666666666,2.0,0.0,18.0,0.0,0.0,26.76309523809524
0.0,159.9,64.03636363636365,1408.8,51.345009916154886,0.0,22.0,3.0,0.0,0.0,0.0,22.0,0.0,2.0,0.0,25.0,0.0,0.0,52.16410256410256
0.0,1.5,1.5,1.5,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
0.0,5.0,5.0,20.0,0.0,1.0,4.0,0.0,0.25,0.0,4.0,4.0,1.0,0.0,0.0,5.0,0.0,0.0,42.79166666666666
0.0,750.0,422.2666666666668,19002.0,161.7441020422524,27.0,45.0,0.0,0.6,0.0,16.0,45.0,0.3555555555555555,3.0,0.0,45.0,0.0,0.0,233.21666666666664
0.0,232.0,134.40846153846152,1747.31,58.469559152057045,3.0,13.0,0.0,0.2307692307692307,0.0,0.0,13.0,0.0,0.0,0.0,13.0,0.0,0.0,542.1452380952381
0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,1234.9,1234.9,1234.9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,240.0,190.0,760.0,100.0,0.0,4.0,0.0,0.0,0.0,4.0,4.0,1.0,0.0,0.0,4.0,0.0,0.0,15.825
0.0,2.0,2.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
0.0,169.69,165.065,660.26,3.80471199085205,2.0,4.0,0.0,0.5,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
0.0,200.9,113.91666666666669,341.75,75.92332206465504,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,7.0,0.0,3.0,0.0,0.0,0.0
0.0,167.84,80.63571428571429,564.45,57.6938058076552,2.0,7.0,1.0,0.2857142857142857,0.0,2.0,7.0,0.2857142857142857,2.0,0.0,8.0,0.0,0.0,0.0
0.0,220.23,110.08285714285716,770.58,51.28429574905157,0.0,7.0,0.0,0.0,0.0,6.0,7.0,0.8571428571428571,2.0,0.0,7.0,0.0,0.0,12.733333333333333
0.0,11.7,11.7,11.7,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,63243.3,29754.84615384616,386813.0,23298.708025243424,2.0,13.0,0.0,0.1538461538461538,0.0,10.0,13.0,0.7692307692307693,0.0,0.0,13.0,0.0,0.0,73.98
0.0,629.9,629.9,629.9,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
0.0,4.02,4.02,4.02,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,1.0,1.0,1.0,0.0,0.0
0.0,1400.0,480.0,7680.0,307.59280442385733,15.0,16.0,0.0,0.9375,0.0,4.0,16.0,0.25,1.0,0.0,16.0,0.0,0.0,138.10277777777776
0.0,129.5,129.5,388.5,0.0,0.0,3.0,0.0,0.0,0.0,2.0,3.0,0.6666666666666666,0.0,0.0,3.0,0.0,0.0,37.333333333333336
0.0,243152.32,28471.146046511632,1224259.28,45136.057406570784,5.0,43.0,0.0,0.1162790697674418,0.0,23.0,43.0,0.5348837209302325,2.0,0.0,43.0,0.0,0.0,79.00200000000001
0.0,119.9,119.9,119.9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,5100.0,4693.734374999999,75099.75,856.7077247071586,3.0,16.0,0.0,0.1875,0.0,16.0,16.0,1.0,3.0,0.0,16.0,0.0,0.0,5.1875
0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,16208.35,722.9898448931821,2470456.3,904.4235843828304,2826.0,3417.0,0.0,0.8270412642669008,1.0,1573.0,3414.0,0.4607498535442296,10.0,0.0,3417.0,0.0,0.0,27.168303794933376
0.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
0.0,113.87,113.12,452.48,0.8660254037844386,0.0,4.0,0.0,0.0,0.0,4.0,4.0,1.0,1.0,0.0,4.0,0.0,0.0,0.0
0.0,185.03,83.14157894736843,1579.69,39.05655418935724,12.0,19.0,0.0,0.631578947368421,0.0,4.0,19.0,0.2105263157894736,14.0,0.0,19.0,0.0,0.0,248.88333333333333
0.0,551.03,410.2376923076923,10666.18,114.18858157653736,13.0,26.0,1.0,0.5,0.0,26.0,26.0,1.0,3.0,1.0,27.0,0.037037037037037,0.0,58.727777777777774
0.0,408.44,208.6775,834.71,214.6631861583785,0.0,4.0,1.0,0.0,0.0,4.0,4.0,1.0,0.0,0.0,5.0,0.0,0.0,55.1
0.0,2075.01,891.7141666666665,10700.57,625.529837417243,1.0,12.0,0.0,0.0833333333333333,0.0,0.0,12.0,0.0,0.0,0.0,12.0,0.0,0.0,261.77777777777777
0.0,100000.0,31764.055789473685,603517.06,22381.680833880968,1.0,19.0,0.0,0.0526315789473684,0.0,4.0,19.0,0.2105263157894736,1.0,19.0,19.0,1.0,0.5263157894736842,13.55
0.0,10.0,10.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,2.0,2.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,2.0,2.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
0.0,295.58,226.63,906.52,57.22075730595206,1.0,4.0,0.0,0.25,0.0,3.0,4.0,0.75,4.0,0.0,4.0,0.0,0.0,0.0
0.0,2.0,2.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
0.0,202.9,140.83333333333334,422.5,61.55650520727549,1.0,3.0,0.0,0.3333333333333333,0.0,2.0,3.0,0.6666666666666666,0.0,0.0,3.0,0.0,0.0,0.0
0.0,100.0,100.0,100.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
0.0,11070.0,11070.0,11070.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,100.0,100.0,100.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
0.0,99.89,99.89,99.89,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,360.9,360.9,721.8,0.0,0.0,2.0,1.0,0.0,0.0,2.0,2.0,1.0,4.0,1.0,3.0,0.3333333333333333,0.0,0.0
0.0,185.0,129.79999999999998,1298.0,47.59656873720579,5.0,10.0,0.0,0.5,0.0,6.0,10.0,0.6,1.0,0.0,10.0,0.0,0.0,41.48333333333333
0.0,30.0,30.0,30.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,58917.85,27019.56333333333,81058.69,29759.813661513967,1.0,3.0,0.0,0.3333333333333333,0.0,2.0,3.0,0.6666666666666666,3.0,0.0,3.0,0.0,0.0,0.0
0.0,324.82,324.82,324.82,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,30.0,30.0,120.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,4.0,1.0,0.0,4.0,4.0,1.0,1.0,2.2388888888888885
0.0,1960.0,69.18320754716983,3666.71,278.71077069782456,4.0,53.0,11.0,0.0754716981132075,0.0,47.0,53.0,0.8867924528301887,10.0,0.0,64.0,0.0,0.0,202.0222222222222
0.0,10.0,10.0,10.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
0.0,12363.49,3115.6461194029853,208748.29,3336.397455932732,46.0,67.0,0.0,0.6865671641791045,0.0,65.0,67.0,0.9701492537313432,10.0,0.0,67.0,0.0,0.0,0.01796875
0.0,3211.0,1262.0143243243242,46694.53,865.2551949137463,21.0,37.0,5.0,0.5675675675675675,0.0,36.0,37.0,0.972972972972973,2.0,5.0,42.0,0.119047619047619,0.0,32.626543209876544
0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
0.0,543.06,234.7733333333333,2817.28,98.83828530698128,6.0,12.0,2.0,0.5,0.0,2.0,12.0,0.1666666666666666,0.0,0.0,14.0,0.0,0.0,31.72575757575758
0.0,860.5,150.80481481481485,4071.73,165.79386887546582,13.0,27.0,0.0,0.4814814814814814,0.0,4.0,27.0,0.1481481481481481,14.0,0.0,27.0,0.0,0.0,333.125
0.0,17020.0,17020.0,17020.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,499.53,326.28,652.56,245.0124996811387,0.0,2.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0
0.0,80.88,80.88,80.88,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,21816.0,569.9005779752159,12187323.86,769.0118536962533,18446.0,21385.0,0.0,0.8625672200140285,0.0,20214.0,21385.0,0.9452419920505029,9.0,0.0,21385.0,0.0,0.0,2.658558621984428
0.0,625.8,273.8825,1095.53,240.84507501365545,2.0,4.0,1.0,0.5,0.0,0.0,4.0,0.0,3.0,0.0,5.0,0.0,0.0,0.0
0.0,917.93,241.2188888888889,2170.97,258.3295633703412,2.0,9.0,1.0,0.2222222222222222,0.0,6.0,9.0,0.6666666666666666,1.0,0.0,10.0,0.0,0.0,134.46666666666667
0.0,60.86,34.38,137.52,17.671892937656676,1.0,4.0,0.0,0.25,0.0,4.0,4.0,1.0,3.0,0.0,4.0,0.0,0.0,19.28333333333333
0.0,299.0,274.0,1096.0,49.99999999999999,1.0,4.0,0.0,0.25,0.0,2.0,4.0,0.5,0.0,5.0,5.0,1.0,0.5,6.0
0.0,74.0,74.0,74.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,120.31,61.155,122.31,83.65780328218044,1.0,2.0,0.0,0.5,0.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0
0.0,565.4,251.28,1256.4,210.28658302421485,0.0,5.0,1.0,0.0,0.0,5.0,5.0,1.0,0.0,0.0,6.0,0.0,0.0,24.0
0.0,266.14,266.14,266.14,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,307.33,235.16,1410.96,99.1631389176442,0.0,6.0,1.0,0.0,0.0,5.0,6.0,0.8333333333333334,3.0,0.0,7.0,0.0,0.0,44.50833333333333
0.0,7300.0,1742.7191900311525,559412.86,1231.236058730196,242.0,321.0,0.0,0.7538940809968847,0.0,298.0,321.0,0.9283489096573208,3.0,0.0,321.0,0.0,0.0,18.435460992907792
0.0,184.99,168.02666666666667,504.08,19.29225319482754,3.0,3.0,0.0,1.0,0.0,0.0,3.0,0.0,4.0,0.0,3.0,0.0,0.0,113.75
0.0,7618.7,3734.608360655737,227811.11,1273.4196860843904,2.0,61.0,0.0,0.0327868852459016,0.0,2.0,61.0,0.0327868852459016,4.0,0.0,61.0,0.0,0.0,2.304761904761905
0.0,152098.82,94111.64,470558.2,74885.84416999618,0.0,5.0,0.0,0.0,0.0,2.0,5.0,0.4,4.0,0.0,5.0,0.0,0.0,1.95
0.0,15.0,10.0,20.0,7.071067811865476,1.0,2.0,0.0,0.5,0.0,2.0,2.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0
0.0,692.1,130.04454545454547,2860.98,135.442013905346,11.0,22.0,0.0,0.5,0.0,9.0,22.0,0.4090909090909091,12.0,0.0,22.0,0.0,0.0,226.78333333333333
0.0,449.7,199.1833333333333,2390.2,99.4810976411036,0.0,12.0,3.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,15.0,0.0,0.0,6.036666666666666
0.0,20.0,20.0,20.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
0.0,70.65,52.895,105.79,25.10936179993431,1.0,2.0,15.0,0.5,0.0,0.0,2.0,0.0,7.0,0.0,17.0,0.0,0.0,0.0
0.0,200.0,200.0,200.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,38.9,38.9,38.9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,4888.8,4888.8,4888.8,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,1212.0,163.15384615384613,2121.0,331.0379626150265,6.0,13.0,0.0,0.4615384615384615,0.0,12.0,13.0,0.9230769230769232,1.0,0.0,13.0,0.0,0.0,8.522222222222222
0.0,114.76,63.047777777777775,567.43,36.68003263963167,7.0,9.0,2.0,0.7777777777777778,0.0,4.0,9.0,0.4444444444444444,1.0,0.0,11.0,0.0,0.0,38.27777777777778
0.0,293.85,142.88235294117646,2429.0,64.50588030650886,7.0,17.0,0.0,0.4117647058823529,0.0,8.0,17.0,0.4705882352941176,13.0,0.0,17.0,0.0,0.0,85.9
0.0,2.0,1.5,3.0,0.7071067811865476,0.0,2.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0
0.0,499.0,426.3914285714286,2984.74,95.4553744651694,4.0,7.0,2.0,0.5714285714285714,0.0,6.0,7.0,0.8571428571428571,4.0,2.0,9.0,0.2222222222222222,0.0,26.166666666666668
0.0,62.43,60.93,121.86,2.1213203435596424,0.0,2.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,17.4
0.0,500.0,244.55625,7825.8,101.39318211315916,22.0,32.0,3.0,0.6875,0.0,8.0,32.0,0.25,11.0,3.0,35.0,0.0857142857142857,0.0,126.62727272727275
0.0,149.0,149.0,1043.0,0.0,1.0,7.0,1.0,0.1428571428571428,0.0,6.0,7.0,0.8571428571428571,7.0,0.0,8.0,0.0,0.0,6.672222222222222
0.0,22.5,22.5,22.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,1005.0,355.67400000000004,1778.37,372.1190621024405,2.0,5.0,0.0,0.4,0.0,0.0,5.0,0.0,1.0,0.0,5.0,0.0,0.0,48.01111111111111
0.0,562.22,496.53333333333336,1489.6,73.3530485619605,0.0,3.0,0.0,0.0,0.0,2.0,3.0,0.6666666666666666,0.0,0.0,3.0,0.0,0.0,148.83333333333334
0.0,2.0,2.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,99373.32,15927.58777777778,573393.16,21406.420782144665,0.0,36.0,0.0,0.0,1.0,34.0,36.0,0.9444444444444444,11.0,36.0,36.0,1.0,0.25,0.0
0.0,250.0,128.8325,1030.66,89.56808403986003,0.0,8.0,1.0,0.0,0.0,8.0,8.0,1.0,1.0,0.0,10.0,0.0,0.0,328.175
0.0,2628.0,739.2580645161291,45834.0,466.6136705636133,36.0,62.0,0.0,0.5806451612903226,0.0,6.0,62.0,0.0967741935483871,0.0,62.0,62.0,1.0,1.0,72.0241830065359
0.0,327.0,156.8875,1255.1,92.79247872076084,3.0,8.0,1.0,0.375,0.0,4.0,8.0,0.5,1.0,0.0,9.0,0.0,0.0,532.0583333333333
0.0,11942.01,4711.0175,18844.07,4886.619555148358,2.0,4.0,0.0,0.5,0.0,0.0,4.0,0.0,0.0,4.0,4.0,1.0,1.0,13.466666666666669
0.0,500.0,500.0,500.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
0.0,341.59,125.8625,503.45,153.3918797014149,3.0,4.0,0.0,0.75,0.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,0.0,3.983333333333333
0.0,288.88,207.16625,1657.33,59.01788565160324,6.0,8.0,0.0,0.75,0.0,4.0,8.0,0.5,7.0,0.0,8.0,0.0,0.0,40.95
0.0,36.2,36.2,36.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0
0.0,5.0,3.0,6.0,2.8284271247461903,1.0,2.0,0.0,0.5,0.0,2.0,2.0,1.0,0.0,2.0,2.0,1.0,0.0,3.966666666666667
0.0,238.9,154.995,929.97,70.23683755694016,3.0,6.0,0.0,0.5,0.0,0.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0
0.0,2704.76,2034.75,10173.75,663.6429743845708,4.0,5.0,0.0,0.8,0.0,3.0,5.0,0.6,7.0,5.0,5.0,1.0,1.0,3.55
0.0,995.0,995.0,995.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,71.08,71.08,71.08,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,8.0,0.0,1.0,0.0,0.0,0.0
0.0,9969.09,1883.0152419354836,700481.67,1582.5625326759953,129.0,372.0,0.0,0.3467741935483871,1.0,128.0,372.0,0.3440860215053763,13.0,0.0,372.0,0.0,0.0,204.76724941724936
0.0,560.4,319.56333333333333,958.69,226.6306114216112,0.0,3.0,0.0,0.0,0.0,2.0,3.0,0.6666666666666666,0.0,0.0,3.0,0.0,0.0,30.25
0.0,79.4,79.4,79.4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,4940.91,4050.475714285714,28353.33,834.5901270854881,5.0,7.0,0.0,0.7142857142857143,0.0,0.0,7.0,0.0,6.0,0.0,7.0,0.0,0.0,0.0
0.0,5203.41,531.365638297872,49948.37,839.0932064450744,0.0,94.0,4.0,0.0,0.0,85.0,94.0,0.9042553191489362,3.0,0.0,103.0,0.0,0.0,79.85529100529101
0.0,720.0,720.0,1440.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,2.0,2.0,1.0,1.0,15.6
0.0,3222.94,2917.1345,58342.69,198.2243206565149,1.0,20.0,0.0,0.05,0.0,0.0,20.0,0.0,0.0,0.0,20.0,0.0,0.0,2.1175925925925925
0.0,1332.06,422.2707142857144,5911.79,470.035523591475,1.0,14.0,2.0,0.0714285714285714,0.0,12.0,14.0,0.8571428571428571,4.0,0.0,18.0,0.0,0.0,120.9
0.0,179.0,82.25,329.0,90.61042986323372,0.0,4.0,1.0,0.0,0.0,3.0,4.0,0.75,0.0,0.0,5.0,0.0,0.0,10.533333333333331
0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,119.8,109.4,218.8,14.707821048680186,0.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,8.0,0.0,3.0,0.0,0.0,0.0
0.0,82.91,82.91,82.91,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,257.9,127.7,638.5,89.88993269549152,1.0,5.0,0.0,0.2,0.0,2.0,5.0,0.4,1.0,0.0,6.0,0.0,0.0,2.8666666666666667
0.0,20.0,8.5,34.0,8.553751613570894,1.0,4.0,0.0,0.25,0.0,4.0,4.0,1.0,0.0,0.0,4.0,0.0,0.0,290.3666666666667
0.0,249.7,249.7,249.7,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,49.9,49.9,1297.4,0.0,15.0,26.0,0.0,0.5769230769230769,0.0,25.0,26.0,0.9615384615384616,6.0,0.0,26.0,0.0,0.0,0.6066666666666667
0.0,40.0,28.192307692307693,366.5,8.825952407385612,3.0,13.0,0.0,0.2307692307692307,0.0,8.0,13.0,0.6153846153846154,12.0,0.0,13.0,0.0,0.0,74.94333333333334
0.0,7775.25,572.249162679426,239200.15,725.0959687181659,147.0,418.0,0.0,0.3516746411483253,0.0,359.0,418.0,0.8588516746411483,3.0,0.0,418.0,0.0,0.0,23.087046861184792
0.0,37.37,30.346,151.73,4.605863654082694,0.0,5.0,1.0,0.0,0.0,3.0,5.0,0.6,1.0,0.0,6.0,0.0,0.0,11.45
0.0,29.9,29.9,448.5,0.0,1.0,15.0,1.0,0.0666666666666666,0.0,11.0,15.0,0.7333333333333333,5.0,0.0,16.0,0.0,0.0,31.485
0.0,18740.0,5939.81063829787,279171.1,4222.116595041857,6.0,47.0,0.0,0.1276595744680851,0.0,18.0,47.0,0.3829787234042553,2.0,53.0,53.0,1.0,0.0,71.3028735632184
0.0,129.0,85.00000000000001,1700.0,34.39706229806322,2.0,20.0,1.0,0.1,0.0,3.0,20.0,0.15,13.0,21.0,21.0,1.0,0.15,181.83611111111117
0.0,600.0,490.6666666666666,7360.0,228.54248328629555,1.0,15.0,1.0,0.0666666666666666,0.0,14.0,15.0,0.9333333333333332,2.0,0.0,16.0,0.0,0.0,17.305
0.0,219.9,219.9,659.7,0.0,0.0,3.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,0.0,3.0,0.0,0.0,17.125
0.0,155500.0,80545.262,402726.31,55018.02620401808,1.0,5.0,0.0,0.2,0.0,3.0,5.0,0.6,1.0,0.0,5.0,0.0,0.0,1.8416666666666663
0.0,1348.1,1348.1,1348.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,61.4,53.1,106.2,11.73797256769669,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,14.0,0.0,2.0,0.0,0.0,0.0
0.0,5562.0,173.48426395939086,170882.0,194.8021354025923,343.0,985.0,185.0,0.3482233502538071,0.0,126.0,985.0,0.1279187817258883,3.0,4.0,1172.0,0.0034129692832764,0.0,41.51886446886441
0.0,45.4,28.00571428571429,196.04,10.699847128413966,0.0,7.0,1.0,0.0,0.0,5.0,7.0,0.7142857142857143,2.0,0.0,8.0,0.0,0.0,22.6
0.0,210.23,130.6225,522.49,71.66808837737103,2.0,4.0,0.0,0.5,0.0,0.0,4.0,0.0,11.0,0.0,4.0,0.0,0.0,0.0
0.0,2.0,2.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,299.94,104.54000000000003,14426.52,23.07791407922681,44.0,138.0,0.0,0.3188405797101449,0.0,8.0,138.0,0.0579710144927536,0.0,0.0,138.0,0.0,0.0,58.4764631043257
0.0,2800.47,183.08088709677423,22702.03,339.37602785785054,72.0,124.0,0.0,0.5806451612903226,0.0,26.0,124.0,0.2096774193548387,13.0,0.0,124.0,0.0,0.0,358.0491228070177
0.0,82.77,82.77,82.77,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,61.69,44.255,88.51,24.65681345997491,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,4.416666666666667
0.0,59.9,59.9,599.0,0.0,5.0,10.0,0.0,0.5,0.0,9.0,10.0,0.9,4.0,0.0,10.0,0.0,0.0,42.2
0.0,269.5,269.5,269.5,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,3020.83,1659.26,13274.08,855.1433033123747,3.0,8.0,0.0,0.375,0.0,2.0,8.0,0.25,0.0,8.0,8.0,1.0,1.0,148.14444444444447
0.0,69.0,69.0,69.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0
0.0,5578.0,376.2997446808509,88430.44,489.01163471985785,105.0,235.0,0.0,0.4468085106382978,1.0,65.0,235.0,0.2765957446808511,13.0,0.0,235.0,0.0,0.0,264.3542483660132
0.0,4089.1,4089.1,4089.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,179.7,30.399999999999995,364.8,47.466983740854495,1.0,12.0,1.0,0.0833333333333333,0.0,0.0,2.0,0.0,1.0,0.0,15.0,0.0,0.0,12.696666666666667
0.0,449.01,449.01,449.01,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,49.9,49.9,49.9,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,170.91,170.91,512.73,0.0,2.0,3.0,0.0,0.6666666666666666,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,606.1
0.0,242.55,96.96142857142858,678.73,75.4541316360634,7.0,7.0,0.0,1.0,0.0,2.0,7.0,0.2857142857142857,12.0,0.0,7.0,0.0,0.0,0.0
0.0,242.55,130.245,1302.45,67.57392022403647,7.0,10.0,0.0,0.7,0.0,2.0,10.0,0.2,10.0,0.0,10.0,0.0,0.0,2.083333333333333
0.0,99.9,99.9,99.9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,75585.91,26655.217142857146,186586.52,26509.5764056298,1.0,7.0,0.0,0.1428571428571428,0.0,4.0,7.0,0.5714285714285714,1.0,7.0,7.0,1.0,0.2857142857142857,239.7333333333333
0.0,499.9,254.95,509.9,346.4116121032896,0.0,2.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,2.0,0.5,0.0,18.48333333333333
0.0,42.65,40.664,203.32,1.913590865362812,1.0,5.0,1.0,0.2,0.0,2.0,5.0,0.4,1.0,0.0,6.0,0.0,0.0,623.4416666666667
0.0,301.69,157.959,1579.59,84.82382925805696,4.0,10.0,0.0,0.4,0.0,4.0,10.0,0.4,13.0,0.0,10.0,0.0,0.0,255.3111111111111
0.0,2539.93,2080.93,4161.86,649.1240251292504,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,17.45
0.0,349.2,183.282,916.41,100.5968494536484,0.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,20.194444444444443
